"RelativePath","FullPath","SizeBytes","LastWriteTime","FirstLine","Functions","PurposeGuess","SuggestedMode"
".venv\Lib\site-packages\torch\_inductor\package\build_package.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\torch\_inductor\package\build_package.py","344","9/27/2025 7:24:33 PM","build_package_contents = """"""","","","Index"
".venv\Lib\site-packages\torch\onnx\_internal\exporter\_building.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\torch\onnx\_internal\exporter\_building.py","31568","9/27/2025 7:24:45 PM","""""""NOTES:","","""""""NOTES:","Index"
".venv\Lib\site-packages\torch\utils\data\datapipes\iter\fileopener.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\torch\utils\data\datapipes\iter\fileopener.py","2900","9/27/2025 7:24:45 PM","# mypy: allow-untyped-defs","","# mypy: allow-untyped-defs","Inventory"
".venv\Lib\site-packages\ultralytics\data\build.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\ultralytics\data\build.py","11879","10/5/2025 1:27:09 PM","# Ultralytics ???? AGPL-3.0 License - https://ultralytics.com/license","","# Ultralytics ???? AGPL-3.0 License - https://ultralytics.com/license","Index"
".venv\Lib\site-packages\ultralytics\models\sam\build.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\ultralytics\models\sam\build.py","12629","10/5/2025 1:27:09 PM","# Ultralytics ???? AGPL-3.0 License - https://ultralytics.com/license","","# Ultralytics ???? AGPL-3.0 License - https://ultralytics.com/license","Index"
".venv\Lib\site-packages\yaml\scanner.py","C:\Users\scott\soccer-video\.venv\Lib\site-packages\yaml\scanner.py","51279","9/17/2025 8:48:39 AM","","","# Scanner produces tokens of the following types:","Inventory"
"05_make_social_reel.sh","C:\Users\scott\soccer-video\05_make_social_reel.sh","1689","9/15/2025 8:08:52 AM","#!/bin/bash","","#!/bin/bash","Inventory"
"08_build_top10.py","C:\Users\scott\soccer-video\08_build_top10.py","2030","9/16/2025 4:56:15 PM","import argparse, pandas as pd","","","Index"
"08b_build_top10_cheers.py","C:\Users\scott\soccer-video\08b_build_top10_cheers.py","3810","9/17/2025 6:52:10 AM","import argparse","","","Index"
"Add-TSCOpener.ps1","C:\Users\scott\soccer-video\Add-TSCOpener.ps1","13315","10/14/2025 8:16:02 AM","[CmdletBinding()]","","","Inventory"
"audit_atomic.ps1","C:\Users\scott\soccer-video\audit_atomic.ps1","4142","10/19/2025 5:47:57 PM","param(","","","Inventory"
"Audit-AtomicClips.ps1","C:\Users\scott\soccer-video\Audit-AtomicClips.ps1","3975","10/11/2025 8:09:32 AM","param(","","","Inventory"
"ball_fit_expr.py","C:\Users\scott\soccer-video\ball_fit_expr.py","3492","10/5/2025 7:35:28 AM","import sys, csv, numpy as np","","# --- Load track ---","Inventory"
"ball_fit_expr_sg.py","C:\Users\scott\soccer-video\ball_fit_expr_sg.py","2841","10/4/2025 11:28:52 AM","import sys, csv, numpy as np","","","Inventory"
"ball_fit_pred.py","C:\Users\scott\soccer-video\ball_fit_pred.py","3184","10/5/2025 7:44:12 AM","import sys, csv, numpy as np","","# Load","Inventory"
"ball_track.py","C:\Users\scott\soccer-video\ball_track.py","5929","10/5/2025 7:44:12 AM","import sys, csv, os, cv2, numpy as np","","# Usage: ball_track.py <in> <out_csv> [weights_or_NONE] [conf]","Inventory"
"ball_track_cv.py","C:\Users\scott\soccer-video\ball_track_cv.py","3937","10/4/2025 11:28:52 AM","import sys, csv, cv2, numpy as np","","# usage: ball_track_cv.py <in> <out_csv>","Inventory"
"ball_track_hq.py","C:\Users\scott\soccer-video\ball_track_hq.py","4003","10/4/2025 11:35:05 AM","import sys, csv, cv2, numpy as np","","# usage: ball_track_hq.py <in> <out_csv>","Inventory"
"ball_track_yolo.py","C:\Users\scott\soccer-video\ball_track_yolo.py","3524","10/5/2025 7:35:28 AM","import sys, csv, os, cv2","","# args: <in> <out_csv> [weights_or_NONE] [conf]","Inventory"
"Build-AtomicIndex.ps1","C:\Users\scott\soccer-video\Build-AtomicIndex.ps1","870","10/24/2025 7:19:21 AM","[CmdletBinding()]","","","Index"
"Build-TSCOpenersFromFolder.ps1","C:\Users\scott\soccer-video\Build-TSCOpenersFromFolder.ps1","4345","10/8/2025 10:06:59 AM","<# Build-TSCOpenersFromFolder.ps1","","<# Build-TSCOpenersFromFolder.ps1","Index"
"Find-And-PromoteBrandedOrphans.ps1","C:\Users\scott\soccer-video\Find-And-PromoteBrandedOrphans.ps1","5946","10/12/2025 11:27:54 PM","# Find-And-PromoteBrandedOrphans.ps1","","# Find-And-PromoteBrandedOrphans.ps1","Inventory"
"make_reel.ps1","C:\Users\scott\soccer-video\make_reel.ps1","5510","10/9/2025 12:27:12 PM","param(","","","Inventory"
"Make-AtomicClipsSnapshot.ps1","C:\Users\scott\soccer-video\Make-AtomicClipsSnapshot.ps1","1953","10/11/2025 8:42:16 AM","$ErrorActionPreference = ""Stop""","","# Collect from cinematic stabilized files (source of truth)","Inventory"
"map_plan_follow.py","C:\Users\scott\soccer-video\map_plan_follow.py","11697","10/3/2025 4:44:08 PM","import argparse, os, pathlib, math, cv2, numpy as np, sys, traceback","","# ---------- small utils ----------","Plan"
"out\render_logs\qc_ball_error.py","C:\Users\scott\soccer-video\out\render_logs\qc_ball_error.py","1526","10/9/2025 12:03:31 PM","import json, os, math, statistics as st, pathlib as p","","","Inventory"
"plan_ball_guard.py","C:\Users\scott\soccer-video\plan_ball_guard.py","4442","10/4/2025 12:48:18 PM","import sys, csv, math, numpy as np","","# Load track","Plan"
"probe_ball_candidates.py","C:\Users\scott\soccer-video\probe_ball_candidates.py","2636","10/5/2025 8:29:59 PM","import os,sys,cv2,numpy as np","","","Inventory"
"probe_ball_masked.py","C:\Users\scott\soccer-video\probe_ball_masked.py","2331","10/5/2025 8:43:30 PM","import os,sys,cv2,numpy as np","","","Inventory"
"Promote-BrandedOrphans.ps1","C:\Users\scott\soccer-video\Promote-BrandedOrphans.ps1","4557","10/11/2025 6:37:13 PM","# Promote-BrandedOrphans.ps1","","# Promote-BrandedOrphans.ps1","Inventory"
"recipes\tsc_reel_example.ps1","C:\Users\scott\soccer-video\recipes\tsc_reel_example.ps1","146","10/2/2025 12:51:15 PM","$IN  = "".\samples\clip_vertical.mp4""","","","Inventory"
"render_follow.py","C:\Users\scott\soccer-video\render_follow.py","4295","9/30/2025 8:32:02 AM","import pandas as pd, numpy as np, cv2, os, subprocess","","","Inventory"
"render_follow_autoz.py","C:\Users\scott\soccer-video\render_follow_autoz.py","8081","10/1/2025 9:39:54 AM","import pandas as pd, numpy as np, cv2, os, subprocess","","# ---- Inputs / outputs ----","Inventory"
"render_follow_autoz_cinematic.py","C:\Users\scott\soccer-video\render_follow_autoz_cinematic.py","9829","9/30/2025 8:32:02 AM","import pandas as pd, numpy as np, cv2, os, subprocess","","","Inventory"
"render_follow_autoz_cinematic_v3.py","C:\Users\scott\soccer-video\render_follow_autoz_cinematic_v3.py","11067","9/30/2025 8:32:02 AM","import pandas as pd, numpy as np, cv2, os, subprocess","","","Inventory"
"render_follow_autoz_gentle.py","C:\Users\scott\soccer-video\render_follow_autoz_gentle.py","7000","9/30/2025 8:32:02 AM","import pandas as pd, numpy as np, cv2, os, subprocess","","","Inventory"
"render_follow_autoz_realzoom.py","C:\Users\scott\soccer-video\render_follow_autoz_realzoom.py","8411","9/30/2025 1:00:01 PM","import pandas as pd, numpy as np, cv2, os, subprocess","","""""""","Inventory"
"render_follow_cli.py","C:\Users\scott\soccer-video\render_follow_cli.py","9772","10/8/2025 11:02:39 PM","# -*- coding: utf-8 -*-","","# -*- coding: utf-8 -*-","Inventory"
"Run-UpscaleAndBrand.ps1","C:\Users\scott\soccer-video\Run-UpscaleAndBrand.ps1","2202","10/10/2025 10:54:15 AM","param(","","# Optional: pass your overlay/endcard (leave blank to omit)","Inventory"
"Scan-AtomicClips.ps1","C:\Users\scott\soccer-video\Scan-AtomicClips.ps1","83346","10/18/2025 10:31:15 AM","param(","","","Inventory"
"scripts\batch_make_openers.ps1","C:\Users\scott\soccer-video\scripts\batch_make_openers.ps1","1368","10/9/2025 12:05:34 PM","param(","","# Create output directory","Inventory"
"scripts\Build-Reel.backup.ps1","C:\Users\scott\soccer-video\scripts\Build-Reel.backup.ps1","8957","9/26/2025 11:50:26 AM","param(","","","Index"
"scripts\Build-Reel.ps1","C:\Users\scott\soccer-video\scripts\Build-Reel.ps1","17281","9/26/2025 11:50:26 AM","param(","","","Index"
"scripts\cleanup_repo.ps1","C:\Users\scott\soccer-video\scripts\cleanup_repo.ps1","689","10/9/2025 8:33:05 AM","Param(","","# Keep only canonical outputs: *__OPENER.mp4","Execute"
"scripts\make_montage_opener.ps1","C:\Users\scott\soccer-video\scripts\make_montage_opener.ps1","3849","10/9/2025 10:28:57 PM","param(","","","Inventory"
"scripts\make_opener.ps1","C:\Users\scott\soccer-video\scripts\make_opener.ps1","3507","10/9/2025 3:02:41 PM","param(","","# NEW: optional explicit output file path","Inventory"
"scripts\make_opener_montage.ps1","C:\Users\scott\soccer-video\scripts\make_opener_montage.ps1","4216","10/9/2025 10:44:49 PM","param(","","","Inventory"
"scripts\make_reel.ps1","C:\Users\scott\soccer-video\scripts\make_reel.ps1","11346","9/18/2025 4:11:03 PM","param(","","","Inventory"
"scripts\make_team_opener_short.ps1","C:\Users\scott\soccer-video\scripts\make_team_opener_short.ps1","5659","10/10/2025 9:11:10 AM","param(","","","Inventory"
"scripts\render_reel.ps1","C:\Users\scott\soccer-video\scripts\render_reel.ps1","660","9/18/2025 12:54:10 PM","param(","","","Inventory"
"soccer_highlights\ball_tracker.py","C:\Users\scott\soccer-video\soccer_highlights\ball_tracker.py","12559","10/2/2025 4:40:06 PM","""""""Utilities for optional YOLO-based ball tracking.""""""","","""""""Utilities for optional YOLO-based ball tracking.""""""","Inventory"
"soccer_highlights\build_up.py","C:\Users\scott\soccer-video\soccer_highlights\build_up.py","8742","9/17/2025 9:45:37 PM","""""""Detection helpers for sustained build-up possessions.""""""","","""""""Detection helpers for sustained build-up possessions.""""""","Index"
"soccer_highlights\reels.py","C:\Users\scott\soccer-video\soccer_highlights\reels.py","5510","9/26/2025 11:50:26 AM","""""""Render highlight reels with transitions and slates.""""""","","""""""Render highlight reels with transitions and slates.""""""","Inventory"
"tests\test_ball_tracker.py","C:\Users\scott\soccer-video\tests\test_ball_tracker.py","4909","10/2/2025 4:40:06 PM","from __future__ import annotations","","","Inventory"
"tests\test_build_up.py","C:\Users\scott\soccer-video\tests\test_build_up.py","3385","9/17/2025 9:45:37 PM","from __future__ import annotations","","","Index"
"todo_brand.ps1","C:\Users\scott\soccer-video\todo_brand.ps1","74","10/11/2025 1:03:48 PM","# Link branded BRAND/POST from stabilized for missing branded outputs","","# Link branded BRAND/POST from stabilized for missing branded outputs","Inventory"
"todo_stabilize.ps1","C:\Users\scott\soccer-video\todo_stabilize.ps1","70","10/11/2025 1:03:48 PM","# Run stabilization (vidstabtransform) for missing stabilized.mp4","","# Run stabilization (vidstabtransform) for missing stabilized.mp4","Inventory"
"tools\auto_follow_batch.ps1","C:\Users\scott\soccer-video\tools\auto_follow_batch.ps1","7568","10/24/2025 6:43:56 AM","[CmdletBinding()]","","","Inventory"
"tools\ball_anchors.py","C:\Users\scott\soccer-video\tools\ball_anchors.py","2254","10/8/2025 1:25:12 PM","import argparse","","","Inventory"
"tools\ball_copy_stab_to_bx.py","C:\Users\scott\soccer-video\tools\ball_copy_stab_to_bx.py","2826","10/9/2025 7:22:12 AM","#!/usr/bin/env python3","","#!/usr/bin/env python3","Inventory"
"tools\ball_in_play.py","C:\Users\scott\soccer-video\tools\ball_in_play.py","6620","9/21/2025 9:07:50 PM","""""""Estimate ball-in-play windows using lightweight audiovisual heuristics.""""""","","""""""Estimate ball-in-play windows using lightweight audiovisual heuristics.""""""","Inventory"
"tools\ball_path_fixup.py","C:\Users\scott\soccer-video\tools\ball_path_fixup.py","4119","10/14/2025 11:10:45 PM","import argparse, json, math, sys","","","Inventory"
"tools\ball_path_offline.py","C:\Users\scott\soccer-video\tools\ball_path_offline.py","16658","10/8/2025 2:32:54 PM","import argparse","","","Inventory"
"tools\ball_path_planner_imm.py","C:\Users\scott\soccer-video\tools\ball_path_planner_imm.py","35498","10/8/2025 11:05:11 PM","import os, json, math, cv2, numpy as np","","","Plan"
"tools\ball_path_planner_v2.py","C:\Users\scott\soccer-video\tools\ball_path_planner_v2.py","14803","10/8/2025 2:32:54 PM","import argparse, json, math, os, cv2, numpy as np","","# ---------- utilities ----------","Plan"
"tools\ball_path_planner_v3.py","C:\Users\scott\soccer-video\tools\ball_path_planner_v3.py","20961","10/8/2025 9:19:28 PM","import argparse","","","Plan"
"tools\check_ballpath.py","C:\Users\scott\soccer-video\tools\check_ballpath.py","239","10/8/2025 3:46:06 PM","import sys, json, pathlib","","","Inventory"
"tools\export_reels.py","C:\Users\scott\soccer-video\tools\export_reels.py","25156","9/22/2025 3:22:28 PM","""""""CSV-driven clip and social reel exporter.""""""","","""""""CSV-driven clip and social reel exporter.""""""","Inventory"
"tools\index_events.py","C:\Users\scott\soccer-video\tools\index_events.py","5260","9/21/2025 9:07:51 PM","""""""Aggregate and normalise soccer event CSV files.""""""","","""""""Aggregate and normalise soccer event CSV files.""""""","Index"
"tools\index_repo.ps1","C:\Users\scott\soccer-video\tools\index_repo.ps1","1169","10/7/2025 8:35:02 AM","param(","","","Index"
"tools\index_repo.py","C:\Users\scott\soccer-video\tools\index_repo.py","40639","10/7/2025 8:35:02 AM","#!/usr/bin/env python3","","#!/usr/bin/env python3","Index"
"tools\make_reels.py","C:\Users\scott\soccer-video\tools\make_reels.py","6207","9/21/2025 9:07:51 PM","""""""Build highlight reels from ffconcat playlists.""""""","","""""""Build highlight reels from ffconcat playlists.""""""","Inventory"
"tools\qc_index.ps1","C:\Users\scott\soccer-video\tools\qc_index.ps1","1093","10/19/2025 8:31:08 AM","param([string]$Csv = "".\atomic_clips_index.rebuilt.csv"")","","","Index"
"tools\reels_profiles.py","C:\Users\scott\soccer-video\tools\reels_profiles.py","4014","9/22/2025 3:22:28 PM","""""""Output profile definitions and helpers for reel exports.""""""","","""""""Output profile definitions and helpers for reel exports.""""""","Inventory"
"tools\refine_ball_lock.py","C:\Users\scott\soccer-video\tools\refine_ball_lock.py","8706","10/15/2025 9:59:19 PM","import cv2","","","Inventory"
"tools\render_follow.ps1","C:\Users\scott\soccer-video\tools\render_follow.ps1","4153","10/14/2025 8:02:25 AM","param(","","","Inventory"
"tools\render_follow_autoz_cinematic_patched.py","C:\Users\scott\soccer-video\tools\render_follow_autoz_cinematic_patched.py","12270","10/7/2025 1:00:18 PM","import argparse","","","Inventory"
"tools\render_follow_unified.py","C:\Users\scott\soccer-video\tools\render_follow_unified.py","217417","10/30/2025 8:16:51 AM","""""""Unified ball-lock renderer.","","""""""Unified ball-lock renderer.","Inventory"
"tools\repo_cleanup_plan.ps1","C:\Users\scott\soccer-video\tools\repo_cleanup_plan.ps1","5992","10/7/2025 12:19:02 PM","param(","","","Plan"
"tools\sanitize_telemetry_ball.py","C:\Users\scott\soccer-video\tools\sanitize_telemetry_ball.py","999","10/10/2025 6:37:43 AM","import json, math, sys, pathlib as p","","","Inventory"
"tools\track_orange_ball.py","C:\Users\scott\soccer-video\tools\track_orange_ball.py","4032","9/26/2025 9:05:22 PM","import sys, json, math, os","","# Usage: python tools/track_orange_ball.py path/to/video.mp4","Inventory"
"tools\tsc_brand.ps1","C:\Users\scott\soccer-video\tools\tsc_brand.ps1","9254","10/9/2025 12:27:13 PM","param(","","","Inventory"
"tools\tsc_brand.py","C:\Users\scott\soccer-video\tools\tsc_brand.py","2701","10/2/2025 12:51:15 PM","""""""Helpers for Tulsa Soccer Club video branding.""""""","","""""""Helpers for Tulsa Soccer Club video branding.""""""","Inventory"
"tools\tsc_brand_quick.ps1","C:\Users\scott\soccer-video\tools\tsc_brand_quick.ps1","309","10/2/2025 12:51:15 PM","param(","","","Inventory"
"tools\tsc_brand_reel.ps1","C:\Users\scott\soccer-video\tools\tsc_brand_reel.ps1","316","10/2/2025 12:51:15 PM","param(","","","Inventory"
"tools\upscale.py","C:\Users\scott\soccer-video\tools\upscale.py","2711","10/10/2025 11:46:56 AM","import subprocess, shlex, tempfile","","","Inventory"
"track_ball.py","C:\Users\scott\soccer-video\track_ball.py","2560","9/27/2025 7:25:18 PM","import cv2, numpy as np, json, math, sys, os","","# 1) Try YOLO 'sports ball' first (works if visible enough)","Inventory"
"track_ball_and_emit_expr.py","C:\Users\scott\soccer-video\track_ball_and_emit_expr.py","6428","10/27/2025 9:14:09 AM","""""""Ball tracking helper that emits FFmpeg expressions for smart crops.""""""","","""""""Ball tracking helper that emits FFmpeg expressions for smart crops.""""""","Inventory"
"track_ball_cli.py","C:\Users\scott\soccer-video\track_ball_cli.py","28257","10/8/2025 4:41:33 PM","# track_ball_cli.py","","# track_ball_cli.py","Inventory"
"track_ball_plus.py","C:\Users\scott\soccer-video\track_ball_plus.py","5247","10/4/2025 11:41:03 AM","import sys, csv, math, cv2, numpy as np","","","Inventory"
